Projection, Label
1.195500604653E8 4
1.446050453622E8 4
2.707950676482999E8 4
1.874876253875E8 4
1.2483272894679998E8 4
2.695615771427E8 4
1.609453904671E8 4
1.2951531859930001E8 4
1.75519174014E8 4
1.215880185542E8 4
1.650596016728E8 4
2.2506365361739996E8 4
2.4366160589940003E8 4
1.1359216378349999E8 4
8.8760745883E7 4
1.4749321667219996E8 4
1.5192070328850004E8 4
1.119048473256E8 4
1.3055656780750002E8 4
2.2612690865069997E8 4
1.09644965988E8 4
1.6036706372540003E8 4
1.637438575176E8 4
8.438132307279998E7 4
1.5358198010259998E8 4
1.8418528896739998E8 4
1.896091129308E8 4
1.9542781531620002E8 4
1.7168798257790002E8 4
1.2478990056039998E8 5
3.245201362869E8 5
9.04948979112E7 5
1.380727101665E8 5
5.49372122205E7 5
1.6548906896980003E8 5
2.6582205850640002E8 5
6.5228640138900004E7 5
1.2393645228040001E8 5
4.46038004749E7 5
1.164043510217E8 5
1.434522563191E8 5
7.46996277463E7 5
2.011769503844E8 5
1.2312389980900002E8 5
1.9913697389490005E8 5
9.476951061170003E7 5
1.1382585270469998E8 5
1.0725074666690001E8 5
1.0427540302449998E8 5
1.488867874596E8 5
1.7606911579509997E8 5
1.8732573242020002E8 5
9.74398366565E7 5
1.71653833039E8 5
2.0478556895449993E8 5
7.510314199166681E7 4
8.829906442345786E7 4
1.699965564602036E8 4
1.1188147230000067E8 4
7.355706180302101E7 4
1.689805399728781E8 4
9.602873707156652E7 4
7.95317430704534E7 4
1.0608336993096408E8 4
7.31689082234504E7 4
9.280525135378239E7 4
1.260520938880381E8 4
1.5006282719091076E8 4
7.08335746896619E7 4
5.766878705197165E7 4
8.418231344276462E7 4
9.352300405959906E7 4
6.732437778889738E7 4
5.495697121065332E7 4
1.363964520508004E8 4
6.460488027742744E7 4
9.90277473164313E7 4
9.293464800870705E7 4
4.830360477054079E7 4
9.225678965495718E7 4
1.0408328704883553E8 4
1.2014341396819872E8 4
1.199092337749742E8 4
1.0160009522471212E8 4
6.273216083618141E7 5
2.0393314134829924E8 5
5.785138557954495E7 5
7.4014436668914E7 5
3.476997680390942E7 5
1.0708514324273118E8 5
1.3791178034349436E8 5
3.991753718042727E7 5
6.40633904917425E7 5
2.7482139422294416E7 5
6.992931101173896E7 5
8.141217349389942E7 5
4.496365289358594E7 5
1.159246692757128E8 5
8.378973278888038E7 5
1.2797556068129231E8 5
6.144374397120355E7 5
6.872609705438817E7 5
6.8185406938192E7 5
6.80716724134308E7 5
1.0077888807992609E8 5
1.1188951051091559E8 5
1.1528508901697487E8 5
6.6984335796508625E7 5
1.1600022836941959E8 5
1.349041350995953E8 5
2.3187498201935327E8 4
2.2083522597167134E8 4
4.2570750474390835E8 4
4.8059906113753545E8 4
1.7986335381554967E8 4
1.0646505003883666E9 4
2.5878934828268248E8 4
2.2526369972641593E8 4
5.410913045970665E8 4
2.1676283219139948E8 4
2.6562191289009434E8 4
3.669429406945269E8 4
3.865649202316198E8 4
2.3023261271238053E8 4
1.4278622094549024E8 4
2.248734462613289E8 4
2.2050800781764108E8 4
3.977717681577893E8 4
1.625851464759258E8 4
1.052089395606408E9 4
2.3743224432793373E8 4
4.092544442070902E8 4
2.3993912902201784E8 4
1.412452283078098E8 4
2.894514755387605E8 4
3.006754257056343E8 4
2.681783186910613E8 4
5.371313452706095E8 4
2.5191186216105324E8 4
2.2254587873400682E8 5
5.140406333593436E8 5
4.0226599628242576E8 5
3.3852870953141135E8 5
2.3672763786267105E8 5
3.527477497756872E8 5
7.075872342809643E8 5
1.0850235480933484E8 5
1.6734505289500886E8 5
8.683245760206161E7 5
4.0903065433812636E8 5
5.322069791936191E8 5
2.5873129489293092E8 5
5.758435588486942E8 5
5.1388766514385957E8 5
6.771278182443012E8 5
2.2801113292487216E8 5
5.2027600386552495E8 5
5.94671482152414E8 5
1.859773706451934E8 5
5.874268703403547E8 5
1.0630203704799842E9 5
3.2560927276360136E8 5
3.091464360162455E8 5
5.115260461434049E8 5
8.945597168048042E8 5
6.640086651297692E7 4
7.359219450770682E7 4
1.6103944501193994E8 4
1.1098336598723452E8 4
7.235595843827741E7 4
1.565703124871207E8 4
9.12426246531549E7 4
6.504247083003052E7 4
8.842353620386727E7 4
7.192232486462535E7 4
8.115624014390485E7 4
1.2076831476029664E8 4
1.4091405230800116E8 4
5.703039174472153E7 4
5.6438280156594485E7 4
7.707930008758774E7 4
9.793752779673252E7 4
6.4925135000998065E7 4
7.4916709527006E7 4
1.1764396278847866E8 4
6.964542075215025E7 4
1.1174343479245038E8 4
8.48459262396049E7 4
4.597710662278289E7 4
8.374517566926536E7 4
1.3200467508534323E8 4
9.241322935677941E7 4
9.763075109596843E7 4
9.893201411659278E7 4
9.599411184608147E7 5
2.6752735075177565E8 5
1.8129500116027123E8 5
1.0758501313907398E8 5
5.5553585839274555E7 5
3.096346364917587E8 5
4.293347695884471E8 5
3.971282218293691E7 5
9.094033222751309E7 5
3.005646322281608E7 5
1.0617054538517952E8 5
1.2203263114880788E8 5
5.118262122385613E7 5
1.6726826174342138E8 5
2.4703315740434918E8 5
4.6401535068835616E8 5
1.3682507662998948E8 5
1.0752697198389538E8 5
2.0883099389955553E8 5
7.623662674645469E7 5
2.5911198792487633E8 5
2.786008729977198E8 5
1.1670202820678394E8 5
1.2890421799587002E8 5
2.479089408261758E8 5
3.944896588583075E8 5
9.744384173562922E7 4
1.1956492471904798E8 4
2.1984528685210815E8 4
1.6052619926986495E8 4
1.1556982754083428E8 4
2.0651400346627313E8 4
1.2208146364497322E8 4
1.1708957330440216E8 4
1.3469074195007604E8 4
9.805688228220364E7 4
1.5340481442149872E8 4
1.7756515347024757E8 4
2.0432191414912897E8 4
1.1144508708451216E8 4
7.785562840239497E7 4
1.20644492119922E8 4
1.299934651258745E8 4
7.74885511834485E7 4
1.0844255048924056E8 4
1.7416273780501994E8 4
9.098683338189487E7 4
1.3545305397293094E8 4
1.3783053032390672E8 4
7.28501311607488E7 4
1.4948965560405347E8 4
1.7163196948799363E8 4
1.494149355492045E8 4
1.5769032485221073E8 4
1.4875037570764473E8 4
1.489294348091065E8 5
3.3707297640531605E8 5
2.7251125278434104E8 5
2.2509432858549765E8 5
7.794049922886992E7 5
2.2203143020117858E8 5
4.8770267081773615E8 5
7.459769466359632E7 5
1.2807104601396449E8 5
5.588409156992902E7 5
3.13790646362168E8 5
2.2193892640859422E8 5
1.0268750266595824E8 5
4.3627321451273334E8 5
3.2245073030095756E8 5
4.172231028896071E8 5
1.2621852303350629E8 5
2.084679761731905E8 5
1.9647771206447375E8 5
1.1626707752573217E8 5
4.1231504902267885E8 5
1.8511510169152284E8 5
2.307193439931936E8 5
2.2502484258516848E8 5
3.663026544384903E8 5
5.041834388138826E8 5
1.229553784135498E8 4
1.3114550248710045E8 4
2.4828593441235518E8 4
2.1860557668207282E8 4
1.0525402013119209E8 4
4.2637373227417785E8 4
1.5208156333789283E8 4
1.2313432951680855E8 4
2.3572448959577727E8 4
1.2017735957853547E8 4
1.4472671170268673E8 4
2.1018379383093685E8 4
2.2375183981252027E8 4
1.1315084311939426E8 4
8.15697187463928E7 4
1.3235977588288671E8 4
1.3251513823627895E8 4
1.6654637380109343E8 4
9.788247199351647E7 4
4.0055197036162394E8 4
1.1720064201162559E8 4
1.8735119253106028E8 4
1.420041451516644E8 4
7.779500530872673E7 4
1.457680187468517E8 4
1.5721687214697117E8 4
1.6938384631785706E8 4
2.4321348791424206E8 4
1.498862173220619E8 4
1.075566358716416E8 5
2.7831587316115224E8 5
9.10327746213542E7 5
1.3123466650198089E8 5
8.58427858425751E7 5
1.4653694117857823E8 5
2.175959534003848E8 5
5.9110990425561726E7 5
9.905126250441241E7 5
4.278756877667335E7 5
1.0632540397101727E8 5
1.8736166445223275E8 5
1.0163445294385824E8 5
1.8448927076016286E8 5
1.2726987298066309E8 5
1.87335196036632E8 5
9.633286153887704E7 5
1.6387978966627538E8 5
1.7688645940013555E8 5
1.0492584575124814E8 5
1.411540941163212E8 5
3.662615688454168E8 5
1.7176764992273954E8 5
9.281647068904747E7 5
1.5636228877926058E8 5
2.3895137308714962E8 5
-2.4241504170549743E7 4
-4.495125473562662E7 4
-1.1762100077407756E8 4
1.9257779308214493E7 4
1.4157107422446448E7 4
-9.520261064522874E7 4
-5893068.404911423 4
-1.4015405168714162E7 4
-1.926886686094719E7 4
585224.5975059413 4
3645150.9385223216 4
8.402616195769157E7 4
-5.909109154316275E7 4
2.200606115698453E7 4
-2.8489163695731808E7 4
-5602075.977225973 4
-4.035419174613482E7 4
-2.0043161155433543E7 4
6.041989318099415E7 4
-6059421.126379139 4
5.7815263893127106E7 4
-1.1158753073200172E7 4
1.613337830481387E7 4
-7694644.159878253 4
1.217152812054914E8 4
5545201.537301592 4
-1.2922560999607283E8 4
-3.3520914611729402E7 4
-2.8215745035108533E7 4
1.4214884985852203E8 5
2.714642680442466E8 5
2.794657260363705E8 5
3.4154042157462573E8 5
1.5666207878740418E8 5
4.391149008043177E8 5
3.860681839335655E8 5
1.1036496450137396E8 5
1.2266525475456306E8 5
7.928809788555667E7 5
3.2535085425463086E8 5
2.7969051321495503E8 5
2.2861682786569083E8 5
5.859486286844991E8 5
4.872999419045799E8 5
7.43142120698873E8 5
1.7589562590817463E8 5
2.080667408249586E8 5
2.7349019080122024E8 5
1.387731756205113E8 5
3.4089532027633435E8 5
3.4253745316282445E8 5
3.9085023454012597E8 5
1.215458420725053E8 5
3.3507159330112416E8 5
1.0222825061653398E9 5
1.544136091095669E8 4
1.3065508232468031E8 4
2.2401265803309926E8 4
3.664884363437976E8 4
1.0491683739176285E8 4
8.976404746928176E8 4
1.6785489666103268E8 4
1.446133481141013E8 4
4.482297733030596E8 4
1.4068763740172344E8 4
1.7680836237359384E8 4
2.5978489557557344E8 4
2.1471605383980507E8 4
1.6547120611567187E8 4
7.65116142931625E7 4
1.446237942348147E8 4
1.2022291315971394E8 4
3.4194103112205034E8 4
1.343688583826539E8 4
9.369537591861185E8 4
1.7772113917541808E8 4
2.9381134085144246E8 4
1.5941386229996258E8 4
9.502954491087356E7 4
1.9360416202164492E8 4
1.7827921151962018E8 4
1.2476252398225683E8 4
4.1926151073882407E8 4
1.3272934486881393E8 4
1.1194591802202749E8 5
1.794866902878344E8 5
1.076639268067084E8 5
1.4363392242422867E8 5
1.7164057638436943E8 5
1.0749962684577072E8 5
2.2088887395010814E8 5
4.7371874287815675E7 5
8.522131704552001E7 5
3.904443981197468E7 5
8.780590086316778E7 5
3.3699296486063784E8 5
1.761675799178321E8 5
1.3928851200918782E8 5
1.410714752116279E8 5
1.9426682827059364E8 5
9.78768244026813E7 5
3.1484331680575377E8 5
3.762530266492365E8 5
8.988279389250614E7 5
1.2174743044237594E8 5
8.935555783836339E8 5
1.2507465463895357E8 5
6.839945731191303E7 5
1.0826909912999627E8 5
3.367349292505827E8 5
6.674792943123715E7 4
7.53189854462858E7 4
1.9062943391777048E8 4
1.1681030141355903E8 4
9.13181646344824E7 4
1.7415673151500395E8 4
9.210880732011001E7 4
6.971081610748462E7 4
8.205903427265108E7 4
8.086855414788048E7 4
9.657305284380679E7 4
1.2651702132817058E8 4
1.7427704693072304E8 4
6.156457145106303E7 4
7.067038919333927E7 4
8.599563819619316E7 4
1.2019497782210182E8 4
5.4670604152991444E7 4
1.2332920014279495E8 4
1.3068429891832441E8 4
8.62791641006307E7 4
1.686946674609432E8 4
9.55713620680722E7 4
6.338498592594621E7 4
1.017525696716824E8 4
2.108767834076479E8 4
9.268997634890552E7 4
1.0145194880316806E8 4
1.2121357389365594E8 4
1.6635525760799015E8 5
4.425787113467633E8 5
2.8806993365342396E8 5
1.8501810452942753E8 5
8.038942899731295E7 5
6.378494812099866E8 5
8.221766494666264E8 5
5.592499725759541E7 5
1.4180924987566984E8 5
4.212143728448537E7 5
2.1079409710457915E8 5
1.7501392477476215E8 5
6.3238313608451866E7 5
4.799913455220801E8 5
4.934039263637165E8 5
9.997575975614469E8 5
2.32036694368388E8 5
1.5061658751437584E8 5
4.0584170401110953E8 5
7.176346517913342E7 5
4.367054753597822E8 5
4.726322360832323E8 5
2.1176469709959438E8 5
1.8977067930399835E8 5
4.069308847504501E8 5
8.566191911876194E8 5
1.0237485562961464E8 4
1.0281037724829663E8 4
2.8896782299221814E8 4
1.4919805066811922E8 4
1.2648138423505132E8 4
2.536092395014758E8 4
1.340908593964835E8 4
9.56070643935662E7 4
1.1371992908808272E8 4
1.0522909733999611E8 4
1.1131669531740646E8 4
1.6651475557096186E8 4
2.425808900347997E8 4
7.86318115486587E7 4
1.0831986085783365E8 4
1.1582246172102262E8 4
1.7840903297339118E8 4
8.23927993724631E7 4
1.2420395188135178E8 4
1.2053872935551879E8 4
1.1085464677889928E8 4
2.3627855139544076E8 4
1.2545991807093571E8 4
5.7438514619137E7 4
1.0778968305477272E8 4
2.765337214934321E8 4
1.5146301657055238E8 4
1.3956020094217366E8 4
1.7324126300246438E8 4
1.3086504574951991E8 5
6.487563981946373E8 5
5.037425335736056E8 5
7.621444662875511E7 5
1.0597019732416491E8 5
8.761491566177682E8 5
1.1104609924616761E9 5
7.565406764678642E7 5
1.266389389829728E8 5
4.273808229799291E7 5
6.402356013550097E7 5
2.118108455206587E8 5
7.084620916105524E7 5
1.9162275579358626E7 5
6.784126572868593E8 5
1.3925925044075572E9 5
3.3595766388450104E8 5
2.070807004659067E8 5
5.392470602407397E8 5
1.1956582896234377E8 5
7.273729686114796E8 5
6.359741984530932E8 5
1.2447232987290834E8 5
2.6925138135425436E8 5
6.991454721689864E8 5
1.0302757665676364E9 5
1.2407087358914125E8 4
1.6954134741515845E8 4
2.3555942602520752E8 4
3.2666207813940823E8 4
2.3858303942014706E8 4
3.6403379400193095E8 4
2.693908771247249E8 4
1.8644217969551608E8 4
2.4397941570831788E8 4
2.318765969427204E8 4
3.704000881914822E8 4
5.620113905592885E8 4
3.9908910702660966E8 4
1.5384873257832435E8 4
7.580728162823752E7 4
3.1377012921028745E8 4
2.2520500838693568E8 4
1.6411498143812928E8 4
7.421297844504507E8 4
3.7448047821593994E8 4
2.4083363902728522E8 4
2.789656256797151E8 4
4.001604854054622E8 4
1.666448254662841E8 4
2.893587591232969E8 4
4.528227269082893E8 4
1.4039793583489943E8 4
2.766959376236291E8 4
3.1404254692569345E8 4
4.0759728294480425E8 5
5.26568619608043E8 5
