#DCS calculation
#Chromosome size : 26
#Population size : 55
#Crossover rate : 0.25 , Mutation rate : 0.05 , Tournament size : 5
Generation.Number, Best.Fitness, Average.Fitness, Fitness.Deviance
1 5.424002229870297 5.3253840075090215 0.09952716528419346
2 62.395499723746994 61.26103609240614 1.144919738379958
3 2.852235593625153 2.8003767646501503 0.05233680063641597
4 8.13894654031904 7.990965694131409 0.14934475378654216
5 2.306850778047817 2.264908036628766 0.0423293186364033
6 70.35632859192697 69.07712261752839 1.2909961404504955
7 33.005490324343754 32.4053905002648 0.605630814955495
8 4.910950647525013 4.821660635751824 0.09011297858748801
9 54.38033243056252 53.39159911364323 0.9978462590262219
10 26.709492584000742 26.22386544610983 0.4901030586649241
11 7.439816152064083 7.30454676748109 0.1365161333770821
12 0.3546255582786131 0.3481778208553656 0.006507164830874315
13 11.970090558868208 11.752452548706957 0.2196439328432611
14 55.189234828411415 54.18579419516754 1.0126891295188774
15 43.256223597753774 42.4697468050674 0.7937255799554509
16 47.645667467308385 46.779382604266374 0.8742692241128147
17 5.481366011230776 5.381704811026572 0.1005797560293461
18 17.77914294998753 17.455885805442314 0.32623653604895625
19 6.617935421712701 6.4976093231361 0.12143511832087248
20 20.317600333852695 19.948189418691747 0.3728156960315076
21 32.499669367735194 31.908766288321807 0.5963493058744128
22 26.343254875425373 25.864286604963095 0.4833828178888604
23 25.190845024800026 24.73282966071275 0.4622367930869787
24 13.581917778634434 13.334973819022888 0.2492199889200444
25 39.78426872282742 39.06091838241237 0.7300173047647244
26 37.31605157510107 36.6375779100992 0.6847270106962424
27 54.29902711383831 53.311772075404875 0.9963543555658377
28 5.232701728948641 5.137561697513219 0.09601691662143401
29 27.014938605458468 26.52375790354103 0.49570780869539693
30 3.4774476391301476 3.414221318418695 0.06380906409677051
31 11.363969378432913 11.157351753370486 0.20852197522767937
32 68.68672139613886 67.43787191620898 1.2603598567080636
33 2.3795734733354266 2.3363085010929643 0.04366373617663634
34 0.7454139001131921 0.731860920111134 0.013677894900769113
35 4.18772810269202 4.1115875917339775 0.07684228165442722
36 29.806067833291962 29.264139327232133 0.546923344422522
37 14.781864147040878 14.513102980731055 0.27123828011519613
38 6.699254242241409 6.5774496196552015 0.12292726956794756
39 6.71819689201466 6.596047857614385 0.12327485575155296
40 21.110816132610154 20.726983112017223 0.3873707269041661
41 21.146653955246705 20.762169337878596 0.3880283293065314
42 3.797813413501501 3.7287622605287467 0.06968758258293335
43 10.245481253174177 10.059199775843721 0.18799839360045228
44 47.99653833190581 47.12387399859847 0.880707492582074
45 4.142157217819474 4.06684526840458 0.07600608343792493
46 24.069577547467972 23.63194886478674 0.44166221202768413
47 4.817806967968011 4.73021047764132 0.08840384831843433
48 27.57786730434151 27.07645153517163 0.506037210359086
49 24.692115690726013 24.24316813271283 0.4530854109966037
50 13.27206657245658 13.030756271139184 0.2435344064103292
51 58.72478198867857 57.65705867979346 1.0775642847413867
52 62.64128136216796 61.502348973764846 1.1494296830139292
53 74.00064400925646 72.65517775454279 1.3578671275033565
54 38.37709243807585 37.6793271210199 0.7041964697537951
55 40.69290894762642 39.953037875851386 0.7466903041487253
56 36.489639240712776 35.82619125451796 0.6695628434426696
57 24.546243698982323 24.099948359000862 0.4504087480423101
58 31.04411864343527 30.47968012264551 0.5696408291117911
59 10.520566382218249 10.329283357087007 0.19304603959048078
60 28.054736861797807 27.54465073703786 0.514787478749891
61 25.49750461303465 25.03391362007036 0.4678638113349123
62 19.36199561436601 19.00995933046846 0.3552809265325245
63 6.648969956517519 6.528079593671754 0.1220045832923174
64 5.300665875933504 5.204290132734716 0.09726401767407312
65 29.678572610812424 29.13896219970673 0.5445838840862836
66 59.24740884228403 58.17018322696984 1.0871541718829663
67 27.48922598450764 26.989421875698376 0.5044106956719177
68 36.950962183525576 36.27912650746142 0.6780278408436562
69 15.967216051885487 15.676903032760318 0.2929887717178092
70 16.092533889973197 15.799942364700957 0.29528827836547383
71 20.128657955598072 19.7626823564054 0.36934871749557935
72 44.031590197795 43.23101583056235 0.8079530888111014
73 18.61877729453012 18.280254070993195 0.34164331920393104
74 38.18588156410574 37.491592808394756 0.7006878656914243
75 68.37931451653279 67.13605425259581 1.254719126114707
76 30.068443720165035 29.521744743434787 0.5517377834940238
77 101.29475145241526 99.45302869873491 1.8586975157765666
78 53.236062628654906 52.268134217224855 0.9768495992024063
79 28.672160725473717 28.15084871228331 0.5261168337770706
80 11.357123249851995 11.150630099854688 0.20839635290268438
81 61.027902675997936 59.918304445525294 1.1198251584654808
82 32.35015946650728 31.761974748934396 0.5936058894780905
83 62.630367924381034 61.49163396211958 1.1492294280212445
84 55.63780937574295 54.62621284163857 1.0209202015616377
85 55.02660069336693 54.02611704439665 1.0097048913578737
86 5.199754606297688 5.105213613455912 0.09541235681804404
87 38.728844643261596 38.02468383156599 0.7106509102905956
88 49.185731001987264 48.29144498376932 0.9025284599073344
89 49.5231803511749 48.622758890244405 0.908720451674398
90 68.85172180453105 67.59987231717585 1.263387514555913
91 37.07889162197108 36.40472995611702 0.6803752687806641
92 85.76853639322235 84.20910845880012 1.5738008459476631
93 33.016021702902634 32.41573039921352 0.6058240593919941
94 50.174552786778165 49.26228819065495 0.9206727424943528
95 15.018476744796175 14.745413531254444 0.2755799783902065
96 67.130569813259 65.91001399847252 1.2318054149446787
97 26.50804847809971 26.026083960316058 0.48640668097670026
98 23.815411811559912 23.382404324076994 0.43699842426817403
99 90.51402734990492 88.86831776172482 1.6608777391317033
100 64.10492021900482 62.939376215022854 1.1762865721240747
