Projection, Label
1.195500604653E8 4
1.446050453622E8 4
2.707950676482999E8 4
1.874876253875E8 4
1.2483272894679998E8 4
2.695615771427E8 4
1.609453904671E8 4
1.2951531859930001E8 4
1.75519174014E8 4
1.215880185542E8 4
1.650596016728E8 4
2.2506365361739996E8 4
2.4366160589940003E8 4
1.1359216378349999E8 4
8.8760745883E7 4
1.4749321667219996E8 4
1.5192070328850004E8 4
1.119048473256E8 4
1.3055656780750002E8 4
2.2612690865069997E8 4
1.09644965988E8 4
1.6036706372540003E8 4
1.637438575176E8 4
8.438132307279998E7 4
1.5358198010259998E8 4
1.8418528896739998E8 4
1.896091129308E8 4
1.9542781531620002E8 4
1.7168798257790002E8 4
1.2478990056039998E8 5
3.245201362869E8 5
9.04948979112E7 5
1.380727101665E8 5
5.49372122205E7 5
1.6548906896980003E8 5
2.6582205850640002E8 5
6.5228640138900004E7 5
1.2393645228040001E8 5
4.46038004749E7 5
1.164043510217E8 5
1.434522563191E8 5
7.46996277463E7 5
2.011769503844E8 5
1.2312389980900002E8 5
1.9913697389490005E8 5
9.476951061170003E7 5
1.1382585270469998E8 5
1.0725074666690001E8 5
1.0427540302449998E8 5
1.488867874596E8 5
1.7606911579509997E8 5
1.8732573242020002E8 5
9.74398366565E7 5
1.71653833039E8 5
2.0478556895449993E8 5
1.4395971873914528E8 4
1.713352159801675E8 4
3.185067207160383E8 4
2.5028447977206457E8 4
1.843245511166401E8 4
2.6422893945687956E8 4
2.174111146626251E8 4
1.7649114111246133E8 4
1.877722516631689E8 4
1.7876594202707678E8 4
1.980442482130732E8 4
3.810490427005827E8 4
3.647784031159914E8 4
1.3345192420257378E8 4
1.1557543218844303E8 4
2.0411845813243836E8 4
1.8435527670775378E8 4
8.599682846596636E7 4
1.5986024326534432E8 4
2.0915499933657837E8 4
1.9615170148105672E8 4
2.6052986640491065E8 4
2.1736730992010292E8 4
8.756599728063613E7 4
3.4847981137760663E8 4
2.280225006344877E8 4
2.322759356087461E8 4
2.4284469353971404E8 4
2.771882443180649E8 4
4.8599523717188644E8 5
1.1989267613212185E9 5
8.250362466729971E8 5
7.898484797743094E8 5
3.136841511454315E8 5
9.991768675045307E8 5
1.1980354986193147E9 5
3.01419578852602E8 5
3.536920287583558E8 5
2.119506700019031E8 5
9.113109859840747E8 5
6.934089781281492E8 5
4.750212375275421E8 5
1.5942597675562189E9 5
1.111368597884406E9 5
1.6312901374158602E9 5
4.591013440568663E8 5
5.908806799177701E8 5
5.989677621643126E8 5
4.2427474251042825E8 5
1.155984414561778E9 5
6.7816552229363E8 5
9.975594297101308E8 5
4.6553353222510463E8 5
1.1591194934876897E9 5
2.0852484487395484E9 5
1.435603035087821E8 4
1.9885890022125304E8 4
3.3012344027449536E8 4
3.1311670743826324E8 4
2.611853150956421E8 4
2.870249464134051E8 4
2.9936418787250656E8 4
1.998773701990189E8 4
2.0818623814095625E8 4
2.5149371072185382E8 4
3.831648419956306E8 4
5.691365072233285E8 4
4.5791931328281844E8 4
1.523005634214577E8 4
1.0429577953396659E8 4
3.3364214296357703E8 4
2.75740210267422E8 4
1.400319510839866E8 4
7.508527492332617E8 4
2.4249602670725495E8 4
2.3693662889734158E8 4
2.896806955468081E8 4
4.2096941863196224E8 4
1.7900027522984174E8 4
2.6916470490234035E8 4
5.089746627064607E8 4
2.028946581237486E8 4
2.557633956989842E8 4
3.536937546988991E8 4
3.918994767156109E8 5
5.765660421385249E8 5
2.1806051562859964E8 5
3.580465401611815E8 5
9.530211139396942E7 5
4.8519134341214746E8 5
1.2020054696091993E9 5
1.2884765105962016E8 5
4.6309290247039884E8 5
7.446726145175312E7 5
1.7023331986572757E8 5
3.550650968895472E8 5
1.1311610624493513E8 5
2.3327404208210874E8 5
2.777280756462985E8 5
7.022060523017024E8 5
1.7777464538063782E8 5
2.2805303162665758E8 5
2.896923014263518E8 5
1.1366537397624648E8 5
2.810702571282971E8 5
3.3379165735221356E8 5
2.6612700367160645E8 5
1.440666419062831E8 5
2.9324820943916196E8 5
4.890900367660996E8 5
7.255081130133228E7 4
8.963785196071605E7 4
1.53939437650129E8 4
1.0063772096071425E8 4
7.003204067597863E7 4
1.4990141202349663E8 4
8.288361942150927E7 4
7.672347056059434E7 4
9.10678083646249E7 4
6.663625344229933E7 4
8.680759028170323E7 4
9.825801377951606E7 4
1.4348831264864954E8 4
6.750591613049607E7 4
6.050113258509709E7 4
7.501948925543444E7 4
9.356070075608137E7 4
5.971773684823353E7 4
4.1166435228367075E7 4
1.203480463123332E8 4
5.3527507975362934E7 4
9.029552796188205E7 4
8.587040409684488E7 4
4.7760562656192645E7 4
7.149570779020853E7 4
9.128959693260439E7 4
1.1672142774523988E8 4
1.0864479783945705E8 4
9.5195496605445E7 4
5.093432891720904E7 5
1.5567485283979067E8 5
5.746176038002621E7 5
6.662452587842029E7 5
3.079697079195825E7 5
8.832652436184841E7 5
1.310625582209588E8 5
2.987608079797526E7 5
6.70814491683593E7 5
2.4102821149760015E7 5
5.358335096220184E7 5
6.5140093374391794E7 5
3.1256294943588164E7 5
7.228926045690508E7 5
4.9254843874341145E7 5
6.969758583470628E7 5
6.3411165569802776E7 5
4.8081012352276795E7 5
5.6055655052133024E7 5
8.228204851818736E7 5
8.543552756982335E7 5
1.220233066172205E8 5
8.64747225434443E7 5
8.94536750046836E7 5
9.579479250155117E7 5
5.2352922425089106E7 5
9.667586405854827E7 4
1.2328635198044588E8 4
2.2199628845381042E8 4
1.3322683427502511E8 4
9.41684419090827E7 4
2.0373974007374558E8 4
1.2308799172669704E8 4
1.0246969548686431E8 4
1.194000118553187E8 4
9.939581669986153E7 4
1.168299667826355E8 4
1.5382273110588974E8 4
2.1923676636589244E8 4
7.420412350094096E7 4
8.104063320296367E7 4
1.1342948865784478E8 4
1.3051811573575418E8 4
7.7223341803607E7 4
8.406348837480216E7 4
1.4611278549760056E8 4
7.4910639700004E7 4
1.341837653842871E8 4
1.2386675897559425E8 4
6.342345273405476E7 4
9.372061207309835E7 4
1.3016340282947856E8 4
1.775780785595989E8 4
1.4911867704695755E8 4
1.4850240654926127E8 4
8.735547955087449E7 5
2.7182004257658494E8 5
8.238992363447861E7 5
1.078114266779867E8 5
4.225699965595533E7 5
1.425096262325181E8 5
2.2405993115644452E8 5
5.17790640356056E7 5
1.0906003493797281E8 5
3.790696764872597E7 5
8.543990774088837E7 5
1.0563497892774211E8 5
5.030763227390429E7 5
1.2544047066655782E8 5
8.61650328670427E7 5
1.3180876271415266E8 5
8.87497735608745E7 5
7.994613249085203E7 5
7.970652564810294E7 5
1.1220227484115517E8 5
1.3220590817318195E8 5
1.4931302314744604E8 5
1.445227653409281E8 5
1.1622911394403796E8 5
1.5232549963594037E8 5
1.0798879339731002E8 5
1.3415133827423227E8 4
1.6218328888162965E8 4
2.7208083668509E8 4
2.654737787740275E8 4
2.0977596337931308E8 4
2.1494481899365643E8 4
2.346777751359935E8 4
1.8706087991809508E8 4
1.8502897649809405E8 4
1.9906273353504768E8 4
2.2730136547057474E8 4
4.893038230117266E8 4
3.8666838403387994E8 4
1.3695440076024866E8 4
9.999497521040717E7 4
2.3842196194644943E8 4
1.6851901143411708E8 4
6.340888410734736E7 4
2.7960010005876637E8 4
2.0181985941220903E8 4
2.4389264686572915E8 4
2.8381534549932647E8 4
2.6576301220117515E8 4
8.844205321379659E7 4
4.4392763640365565E8 4
2.5166778479857463E8 4
2.0303625880275252E8 4
2.5471904771030977E8 4
3.0456124934704864E8 4
4.885942332566842E8 5
1.4787248631179652E9 5
7.435253146383172E8 5
1.0187322582605798E9 5
4.072117383831581E8 5
1.2684869081841092E9 5
1.231510730544301E9 5
4.0624568963810754E8 5
4.827282959531635E8 5
2.7741969358418095E8 5
9.535249317448877E8 5
8.627591836400945E8 5
6.44719202343845E8 5
1.7158759234772868E9 5
1.3006305208553452E9 5
1.924480873535019E9 5
5.237139062153396E8 5
6.725376865022851E8 5
6.752791428133972E8 5
5.310164796237889E8 5
1.057084810017734E9 5
8.136833485299939E8 5
1.32371982790977E9 5
4.2924171718117446E8 5
1.1389496208297725E9 5
2.5860999933230553E9 5
8.3525376062775E7 4
8.558611127032745E7 4
1.763342400537911E8 4
1.4352915348259994E8 4
9.474880260040738E7 4
1.4937323650522396E8 4
1.1584319709765324E8 4
8.965130615906227E7 4
1.184347310579903E8 4
8.835371769126132E7 4
1.0668406958533669E8 4
1.851393428856243E8 4
1.442351962561434E8 4
9.678507036058643E7 4
5.861836100144438E7 4
9.59603315462357E7 4
9.408034449920139E7 4
7.028121121637708E7 4
5.927130840391223E7 4
1.4590471510234907E8 4
1.0348389303468391E8 4
1.1026016844042669E8 4
1.0578343163361967E8 4
5.349597785993179E7 4
1.6881772651333517E8 4
1.2966237514137058E8 4
9.129388472753747E7 4
1.2297804609059379E8 4
1.0748290749213603E8 4
1.3574499049499315E8 5
4.025977357348848E8 5
2.169759067593311E8 5
2.4105151295951718E8 5
1.1477033283391811E8 5
3.787297659891519E8 5
3.7765719243941903E8 5
1.0127034505884059E8 5
1.2277298204457492E8 5
7.119047412323286E7 5
2.3634016997589377E8 5
2.2687003642363808E8 5
1.6167848759029558E8 5
4.2030130760447884E8 5
3.7024821580166763E8 5
5.798152043995522E8 5
1.748966825774055E8 5
1.8316569270917338E8 5
2.3352963197991735E8 5
1.4981618734851864E8 5
3.1666331023299474E8 5
3.0556188665163213E8 5
3.3020581809230405E8 5
1.483201803498086E8 5
3.305723016616504E8 5
7.028154589680032E8 5
2.2658893274641696E8 4
2.739379577782434E8 4
5.297192640202901E8 4
3.4176311987456167E8 4
2.4314068878642315E8 4
5.2260818792927426E8 4
3.193051113345359E8 4
2.452510251121411E8 4
3.2835736958546144E8 4
2.3432902984058976E8 4
2.957701801594655E8 4
4.6196699232551384E8 4
5.053626942784399E8 4
1.9407560829533982E8 4
1.794675123489529E8 4
2.8884279315136707E8 4
3.097569915087842E8 4
2.030697019347895E8 4
2.482523711658417E8 4
3.8144547904022914E8 4
2.174846881409435E8 4
3.5032303167644745E8 4
3.177948236336465E8 4
1.436037004039605E8 4
3.060543902756142E8 4
3.470792423549823E8 4
3.8377048962165165E8 4
3.749483402101725E8 4
3.584861246419658E8 4
2.5852952366574964E8 5
8.651212201552733E8 5
2.9284205607954293E8 5
3.6513747042414135E8 5
1.5009670334003815E8 5
5.532011886675174E8 5
6.547163808388335E8 5
1.7680966893486357E8 5
2.5523478393743834E8 5
1.2062108655809364E8 5
3.3551529705965745E8 5
3.564401715519307E8 5
2.2016470785621825E8 5
5.803341095165933E8 5
4.794186930035034E8 5
7.511438051964556E8 5
2.6738150636326274E8 5
2.959326509589067E8 5
3.0748874295737946E8 5
2.6580745414930353E8 5
4.8083800018270576E8 5
4.210048643549882E8 5
5.3601237269064826E8 5
2.523232601326745E8 5
5.3831670641615E8 5
8.425124481721541E8 5
1.6643209197148445E8 4
1.9480320972132516E8 4
3.3940329755935663E8 4
2.8020716060120374E8 4
2.129977798258303E8 4
3.2043378317326534E8 4
2.4173178840277493E8 4
2.069576871237081E8 4
2.3297166399806076E8 4
1.9265608438915825E8 4
2.2797214429677227E8 4
4.3474182558997464E8 4
3.971583638510974E8 4
1.738283320249262E8 4
1.3189259419662692E8 4
2.2764934579028714E8 4
2.0627434397229078E8 4
1.0643214762799592E8 4
1.7198550945455256E8 4
2.69205109844127E8 4
2.2605009646475494E8 4
2.943444357574207E8 4
2.54219724815796E8 4
9.80800882682838E7 4
4.037829024092353E8 4
2.4066684933334213E8 4
2.484948236365602E8 4
2.9131893913987315E8 4
2.940876173012373E8 4
4.689530563529351E8 5
1.2804466182700918E9 5
7.26429094313225E8 5
8.010938278947577E8 5
3.379782483284406E8 5
1.0352919249106879E9 5
9.998803922465496E8 5
3.325996469626295E8 5
3.618668134622854E8 5
2.3071294745386684E8 5
8.386387399193175E8 5
6.908686641803098E8 5
5.2324059917553675E8 5
1.5595776638910766E9 5
1.0675330462522657E9 5
1.5970928589894545E9 5
4.685812690910754E8 5
5.611180608451881E8 5
5.57971102363939E8 5
4.683439277081515E8 5
1.0184263715683624E9 5
7.209019294239976E8 5
1.1027267425601835E9 5
3.98556811109054E8 5
1.0890636172803133E9 5
2.1031878609291291E9 5
1.0067416608343692E8 4
1.4821867751320145E8 4
1.7295921627175748E8 4
2.7375091663496095E8 4
2.069772429937136E8 4
2.6363170019179684E8 4
2.1156331786879736E8 4
1.6443912401107797E8 4
1.8780391553400993E8 4
1.9237527642799315E8 4
3.456445552315604E8 4
4.4521895177470297E8 4
3.1368667665275997E8 4
1.4728960670564187E8 4
5.886309841757143E7 4
2.6635578611571664E8 4
1.8746273439154255E8 4
1.3025746017867899E8 4
6.804902019317375E8 4
3.076763039233559E8 4
1.8630560221218863E8 4
1.9346533741456884E8 4
3.5176528324480325E8 4
1.595860338450837E8 4
2.109681052832104E8 4
4.0084542086388016E8 4
9.929773897923733E7 4
2.16234158606944E8 4
2.5062418966678187E8 4
3.1479239305387306E8 5
1.8223771215056226E8 5
6.035410876264773E7 5
2.488642491908044E8 5
6.181625123448362E7 5
9.256166005906227E7 5
8.10293423965384E8 5
6.778483969159003E7 5
3.9537962080747235E8 5
3.764076010506527E7 5
6.392565183623704E7 5
2.687627725502799E8 5
5.991370284957704E7 5
2.6866178853604797E7 5
-3.9854524072417475E7 5
1.1528566274209811E8 5
4.0541263247128464E7 5
1.514232415606471E8 5
1.2513482352129282E8 5
4.956097162667106E7 5
1.4042967906358903E7 5
2.479082600100444E8 5
8.164260789135337E7 5
5.661826441700015E7 5
8221331.120519522 5
-4.5688830335810795E7 5
5.653455866263953E7 4
6.386463261918784E7 4
1.1147272402754885E8 4
9.092712733783935E7 4
6.847643701566184E7 4
1.3132160012445764E8 4
6.2663676354009464E7 4
6.634082149406587E7 4
8.61954170006176E7 4
4.6687534834020525E7 4
8.520112101776455E7 4
9.492662911281572E7 4
1.0236506814982882E8 4
7.661535707503642E7 4
4.576753079292187E7 4
6.0860198062884554E7 4
7.607348586502457E7 4
5.135974647772606E7 4
5.584557720365138E7 4
1.1724379291866253E8 4
5.374968570012591E7 4
8.24412607047085E7 4
8.055537191870606E7 4
3.997184875608822E7 4
8.855231088207635E7 4
9.710485940219086E7 4
6.861273608255823E7 4
9.632087890352602E7 4
6.7347866766333E7 4
4.478355973696388E7 5
1.6169094827288565E8 5
6.956965070655276E7 5
7.99455622451016E7 5
3.3524898189278405E7 5
